seqnames1	start1	end1	seqnames2	start2	end2	name	selected_anch1	selected_anch2	loop_class	celltype
chr8	65838500	65839500	chr8	66263500	66264500	chr8_65839000_66264000	enhancer	NA	E/P-other	GM12878
chr8	65840500	65841500	chr8	65949500	65950500	chr8_65841000_65950000	promoter	NA	E/P-other	GM12878
chr8	65840500	65841500	chr8	66112500	66113500	chr8_65841000_66113000	promoter	promoter	P-P	GM12878
chr8	65878500	65879500	chr8	65981500	65982500	chr8_65879000_65982000	enhancer	enhancer	E-E	GM12878
chr8	65878500	65879500	chr8	66123500	66124500	chr8_65879000_66124000	enhancer	NA	E/P-other	GM12878
chr8	65878500	65879500	chr8	66009500	66010500	chr8_65879000_66010000	enhancer	enhancer	E-E	GM12878
chr8	65878500	65879500	chr8	65950500	65951500	chr8_65879000_65951000	enhancer	NA	E/P-other	GM12878
chr8	65878500	65879500	chr8	65946500	65947500	chr8_65879000_65947000	enhancer	NA	E/P-other	GM12878
chr8	65878500	65879500	chr8	66031500	66032500	chr8_65879000_66032000	enhancer	NA	E/P-other	GM12878
chr8	65878500	65879500	chr8	66112500	66113500	chr8_65879000_66113000	enhancer	promoter	E-P	GM12878
chr8	65878500	65879500	chr8	66429500	66430500	chr8_65879000_66430000	enhancer	promoter	E-P	GM12878
chr8	65948500	65949500	chr8	66112500	66113500	chr8_65949000_66113000	enhancer	promoter	E-P	GM12878
chr8	65951500	65952500	chr8	65980500	65981500	chr8_65952000_65981000	enhancer	NA	E/P-other	GM12878
chr8	65951500	65952500	chr8	66263500	66264500	chr8_65952000_66264000	enhancer	NA	E/P-other	GM12878
chr8	65981500	65982500	chr8	66031500	66032500	chr8_65982000_66032000	enhancer	NA	E/P-other	GM12878
chr8	65981500	65982500	chr8	66533500	66534500	chr8_65982000_66534000	enhancer	NA	E/P-other	GM12878
chr8	65981500	65982500	chr8	66429500	66430500	chr8_65982000_66430000	enhancer	promoter	E-P	GM12878
chr8	65981500	65982500	chr8	66112500	66113500	chr8_65982000_66113000	enhancer	promoter	E-P	GM12878
chr8	66113500	66114500	chr8	66175500	66176500	chr8_66114000_66176000	promoter	NA	E/P-other	GM12878
chr8	66114500	66115500	chr8	66122500	66123500	chr8_66115000_66123000	enhancer	NA	E/P-other	GM12878
chr8	66430500	66431500	chr8	66486500	66487500	chr8_66431000_66487000	enhancer	NA	E/P-other	GM12878
chr8	66485500	66486500	chr8	66545500	66546500	chr8_66486000_66546000	enhancer	NA	E/P-other	GM12878
chr8	66535500	66536500	chr8	66545500	66546500	chr8_66536000_66546000	enhancer	NA	E/P-other	GM12878
chr8	125110500	125111500	chr8	125254500	125255500	chr8_125111000_125255000	enhancer	NA	E/P-other	GM12878
chr8	125110500	125111500	chr8	125150500	125151500	chr8_125111000_125151000	enhancer	NA	E/P-other	GM12878
chr8	125110500	125111500	chr8	125512500	125513500	chr8_125111000_125513000	enhancer	NA	E/P-other	GM12878
chr8	125151500	125152500	chr8	125190500	125191500	chr8_125152000_125191000	enhancer	NA	E/P-other	GM12878
chr8	125151500	125152500	chr8	125302500	125303500	chr8_125152000_125303000	enhancer	enhancer	E-E	GM12878
chr8	125151500	125152500	chr8	125293500	125294500	chr8_125152000_125294000	enhancer	NA	E/P-other	GM12878
chr8	125151500	125152500	chr8	125283500	125284500	chr8_125152000_125284000	enhancer	NA	E/P-other	GM12878
chr8	125151500	125152500	chr8	125340500	125341500	chr8_125152000_125341000	enhancer	NA	E/P-other	GM12878
chr8	125151500	125152500	chr8	125429500	125430500	chr8_125152000_125430000	enhancer	promoter	E-P	GM12878
chr8	125151500	125152500	chr8	125332500	125333500	chr8_125152000_125333000	enhancer	NA	E/P-other	GM12878
chr8	125151500	125152500	chr8	125253500	125254500	chr8_125152000_125254000	enhancer	enhancer	E-E	GM12878
chr8	125151500	125152500	chr8	125218500	125219500	chr8_125152000_125219000	enhancer	NA	E/P-other	GM12878
chr8	125151500	125152500	chr8	125697500	125698500	chr8_125152000_125698000	enhancer	enhancer	E-E	GM12878
chr8	125151500	125152500	chr8	125606500	125607500	chr8_125152000_125607000	enhancer	enhancer	E-E	GM12878
chr8	125151500	125152500	chr8	125636500	125637500	chr8_125152000_125637000	enhancer	enhancer	E-E	GM12878
chr8	125152500	125153500	chr8	125173500	125174500	chr8_125153000_125174000	enhancer	NA	E/P-other	GM12878
chr8	125152500	125153500	chr8	125351500	125352500	chr8_125153000_125352000	enhancer	NA	E/P-other	GM12878
chr8	125152500	125153500	chr8	125208500	125209500	chr8_125153000_125209000	enhancer	enhancer	E-E	GM12878
chr8	125174500	125175500	chr8	125605500	125606500	chr8_125175000_125606000	enhancer	enhancer	E-E	GM12878
chr8	125174500	125175500	chr8	125292500	125293500	chr8_125175000_125293000	enhancer	NA	E/P-other	GM12878
chr8	125174500	125175500	chr8	125253500	125254500	chr8_125175000_125254000	enhancer	enhancer	E-E	GM12878
chr8	125174500	125175500	chr8	125512500	125513500	chr8_125175000_125513000	enhancer	NA	E/P-other	GM12878
chr8	125175500	125176500	chr8	125189500	125190500	chr8_125176000_125190000	enhancer	NA	E/P-other	GM12878
chr8	125191500	125192500	chr8	125430500	125431500	chr8_125192000_125431000	enhancer	enhancer	E-E	GM12878
chr8	125191500	125192500	chr8	125218500	125219500	chr8_125192000_125219000	enhancer	NA	E/P-other	GM12878
chr8	125208500	125209500	chr8	125697500	125698500	chr8_125209000_125698000	enhancer	enhancer	E-E	GM12878
chr8	125208500	125209500	chr8	125339500	125340500	chr8_125209000_125340000	enhancer	enhancer	E-E	GM12878
chr8	125208500	125209500	chr8	125636500	125637500	chr8_125209000_125637000	enhancer	enhancer	E-E	GM12878
chr8	125208500	125209500	chr8	125511500	125512500	chr8_125209000_125512000	enhancer	NA	E/P-other	GM12878
chr8	125208500	125209500	chr8	125606500	125607500	chr8_125209000_125607000	enhancer	enhancer	E-E	GM12878
chr8	125253500	125254500	chr8	125351500	125352500	chr8_125254000_125352000	enhancer	NA	E/P-other	GM12878
chr8	125253500	125254500	chr8	125302500	125303500	chr8_125254000_125303000	enhancer	enhancer	E-E	GM12878
chr8	125253500	125254500	chr8	125605500	125606500	chr8_125254000_125606000	enhancer	enhancer	E-E	GM12878
chr8	125253500	125254500	chr8	125511500	125512500	chr8_125254000_125512000	enhancer	NA	E/P-other	GM12878
chr8	125253500	125254500	chr8	125339500	125340500	chr8_125254000_125340000	enhancer	enhancer	E-E	GM12878
chr8	125253500	125254500	chr8	125644500	125645500	chr8_125254000_125645000	enhancer	CTCF	E/P-other	GM12878
chr8	125253500	125254500	chr8	125636500	125637500	chr8_125254000_125637000	enhancer	enhancer	E-E	GM12878
chr8	125253500	125254500	chr8	125697500	125698500	chr8_125254000_125698000	enhancer	enhancer	E-E	GM12878
chr8	125253500	125254500	chr8	125429500	125430500	chr8_125254000_125430000	enhancer	promoter	E-P	GM12878
chr8	125253500	125254500	chr8	125332500	125333500	chr8_125254000_125333000	enhancer	NA	E/P-other	GM12878
chr8	125255500	125256500	chr8	125271500	125272500	chr8_125256000_125272000	enhancer	NA	E/P-other	GM12878
chr8	125289500	125290500	chr8	125645500	125646500	chr8_125290000_125646000	enhancer	NA	E/P-other	GM12878
chr8	125289500	125290500	chr8	125636500	125637500	chr8_125290000_125637000	enhancer	enhancer	E-E	GM12878
chr8	125290500	125291500	chr8	125429500	125430500	chr8_125291000_125430000	enhancer	promoter	E-P	GM12878
chr8	125291500	125292500	chr8	125331500	125332500	chr8_125292000_125332000	enhancer	NA	E/P-other	GM12878
chr8	125291500	125292500	chr8	125605500	125606500	chr8_125292000_125606000	enhancer	enhancer	E-E	GM12878
chr8	125302500	125303500	chr8	125636500	125637500	chr8_125303000_125637000	enhancer	enhancer	E-E	GM12878
chr8	125302500	125303500	chr8	125329500	125330500	chr8_125303000_125330000	enhancer	NA	E/P-other	GM12878
chr8	125339500	125340500	chr8	125429500	125430500	chr8_125340000_125430000	enhancer	promoter	E-P	GM12878
chr8	125339500	125340500	chr8	125512500	125513500	chr8_125340000_125513000	enhancer	NA	E/P-other	GM12878
chr8	125339500	125340500	chr8	125644500	125645500	chr8_125340000_125645000	enhancer	CTCF	E/P-other	GM12878
chr8	125339500	125340500	chr8	125605500	125606500	chr8_125340000_125606000	enhancer	enhancer	E-E	GM12878
chr8	125352500	125353500	chr8	125428500	125429500	chr8_125353000_125429000	enhancer	NA	E/P-other	GM12878
chr8	125352500	125353500	chr8	125646500	125647500	chr8_125353000_125647000	enhancer	NA	E/P-other	GM12878
chr8	125429500	125430500	chr8	125697500	125698500	chr8_125430000_125698000	promoter	enhancer	E-P	GM12878
chr8	125429500	125430500	chr8	125605500	125606500	chr8_125430000_125606000	promoter	enhancer	E-P	GM12878
chr8	125429500	125430500	chr8	125513500	125514500	chr8_125430000_125514000	promoter	NA	E/P-other	GM12878
chr8	125431500	125432500	chr8	125644500	125645500	chr8_125432000_125645000	promoter	CTCF	E/P-other	GM12878
chr8	125432500	125433500	chr8	125544500	125545500	chr8_125433000_125545000	promoter	NA	E/P-other	GM12878
chr8	125579500	125580500	chr8	125636500	125637500	chr8_125580000_125637000	enhancer	enhancer	E-E	GM12878
chr8	125604500	125605500	chr8	127224500	127225500	chr8_125605000_127225000	enhancer	NA	E/P-other	GM12878
chr8	125604500	125605500	chr8	127196500	127197500	chr8_125605000_127197000	enhancer	enhancer	E-E	GM12878
chr8	125605500	125606500	chr8	127564500	127565500	chr8_125606000_127565000	enhancer	enhancer	E-E	GM12878
chr8	125605500	125606500	chr8	127183500	127184500	chr8_125606000_127184000	enhancer	enhancer	E-E	GM12878
chr8	125606500	125607500	chr8	125697500	125698500	chr8_125607000_125698000	enhancer	enhancer	E-E	GM12878
chr8	125606500	125607500	chr8	127207500	127208500	chr8_125607000_127208000	enhancer	enhancer	E-E	GM12878
chr8	125606500	125607500	chr8	125636500	125637500	chr8_125607000_125637000	enhancer	enhancer	E-E	GM12878
chr8	125606500	125607500	chr8	126112500	126113500	chr8_125607000_126113000	enhancer	NA	E/P-other	GM12878
chr8	125607500	125608500	chr8	127301500	127302500	chr8_125608000_127302000	enhancer	enhancer	E-E	GM12878
chr8	127178500	127179500	chr8	128312500	128313500	chr8_127179000_128313000	enhancer	NA	E/P-other	GM12878
chr8	127178500	127179500	chr8	128268500	128269500	chr8_127179000_128269000	enhancer	NA	E/P-other	GM12878
chr8	127178500	127179500	chr8	127974500	127975500	chr8_127179000_127975000	enhancer	NA	E/P-other	GM12878
chr8	127178500	127179500	chr8	127624500	127625500	chr8_127179000_127625000	enhancer	NA	E/P-other	GM12878
chr8	127178500	127179500	chr8	127794500	127795500	chr8_127179000_127795000	enhancer	promoter	E-P	GM12878
chr8	127178500	127179500	chr8	127734500	127735500	chr8_127179000_127735000	enhancer	promoter	E-P	GM12878
chr8	127178500	127179500	chr8	128048500	128049500	chr8_127179000_128049000	enhancer	enhancer	E-E	GM12878
chr8	127179500	127180500	chr8	127695500	127696500	chr8_127180000_127696000	enhancer	NA	E/P-other	GM12878
chr8	127179500	127180500	chr8	127206500	127207500	chr8_127180000_127207000	enhancer	promoter	E-P	GM12878
chr8	127179500	127180500	chr8	127565500	127566500	chr8_127180000_127566000	enhancer	enhancer	E-E	GM12878
chr8	127179500	127180500	chr8	127225500	127226500	chr8_127180000_127226000	enhancer	NA	E/P-other	GM12878
chr8	127180500	127181500	chr8	127249500	127250500	chr8_127181000_127250000	enhancer	NA	E/P-other	GM12878
chr8	127184500	127185500	chr8	127994500	127995500	chr8_127185000_127995000	enhancer	NA	E/P-other	GM12878
chr8	127195500	127196500	chr8	127975500	127976500	chr8_127196000_127976000	enhancer	enhancer	E-E	GM12878
chr8	127206500	127207500	chr8	128014500	128015500	chr8_127207000_128015000	promoter	enhancer	E-P	GM12878
chr8	127206500	127207500	chr8	128184500	128185500	chr8_127207000_128185000	promoter	NA	E/P-other	GM12878
chr8	127206500	127207500	chr8	128657500	128658500	chr8_127207000_128658000	promoter	NA	E/P-other	GM12878
chr8	127207500	127208500	chr8	127887500	127888500	chr8_127208000_127888000	enhancer	NA	E/P-other	GM12878
chr8	127207500	127208500	chr8	127624500	127625500	chr8_127208000_127625000	enhancer	NA	E/P-other	GM12878
chr8	127207500	127208500	chr8	127974500	127975500	chr8_127208000_127975000	enhancer	NA	E/P-other	GM12878
chr8	127207500	127208500	chr8	128268500	128269500	chr8_127208000_128269000	enhancer	NA	E/P-other	GM12878
chr8	127208500	127209500	chr8	128077500	128078500	chr8_127209000_128078000	enhancer	enhancer	E-E	GM12878
chr8	127208500	127209500	chr8	127365500	127366500	chr8_127209000_127366000	enhancer	enhancer	E-E	GM12878
chr8	127208500	127209500	chr8	128858500	128859500	chr8_127209000_128859000	enhancer	CTCF	E/P-other	GM12878
chr8	127208500	127209500	chr8	128312500	128313500	chr8_127209000_128313000	enhancer	NA	E/P-other	GM12878
chr8	127208500	127209500	chr8	128102500	128103500	chr8_127209000_128103000	enhancer	NA	E/P-other	GM12878
chr8	127208500	127209500	chr8	127695500	127696500	chr8_127209000_127696000	enhancer	NA	E/P-other	GM12878
chr8	127208500	127209500	chr8	127734500	127735500	chr8_127209000_127735000	enhancer	promoter	E-P	GM12878
chr8	127208500	127209500	chr8	127794500	127795500	chr8_127209000_127795000	enhancer	promoter	E-P	GM12878
chr8	127208500	127209500	chr8	127995500	127996500	chr8_127209000_127996000	enhancer	NA	E/P-other	GM12878
chr8	127208500	127209500	chr8	128049500	128050500	chr8_127209000_128050000	enhancer	NA	E/P-other	GM12878
chr8	127209500	127210500	chr8	127916500	127917500	chr8_127210000_127917000	enhancer	enhancer	E-E	GM12878
chr8	127209500	127210500	chr8	127565500	127566500	chr8_127210000_127566000	enhancer	enhancer	E-E	GM12878
chr8	127209500	127210500	chr8	127660500	127661500	chr8_127210000_127661000	enhancer	NA	E/P-other	GM12878
chr8	127209500	127210500	chr8	127301500	127302500	chr8_127210000_127302000	enhancer	enhancer	E-E	GM12878
chr8	127210500	127211500	chr8	127224500	127225500	chr8_127211000_127225000	enhancer	NA	E/P-other	GM12878
chr8	127214500	127215500	chr8	127623500	127624500	chr8_127215000_127624000	enhancer	NA	E/P-other	GM12878
chr8	127214500	127215500	chr8	127249500	127250500	chr8_127215000_127250000	enhancer	NA	E/P-other	GM12878
chr8	127216500	127217500	chr8	127223500	127224500	chr8_127217000_127224000	enhancer	NA	E/P-other	GM12878
chr8	127287500	127288500	chr8	128102500	128103500	chr8_127288000_128103000	enhancer	NA	E/P-other	GM12878
chr8	127287500	127288500	chr8	127694500	127695500	chr8_127288000_127695000	enhancer	NA	E/P-other	GM12878
chr8	127287500	127288500	chr8	127996500	127997500	chr8_127288000_127997000	enhancer	enhancer	E-E	GM12878
chr8	127287500	127288500	chr8	127661500	127662500	chr8_127288000_127662000	enhancer	NA	E/P-other	GM12878
chr8	127287500	127288500	chr8	127565500	127566500	chr8_127288000_127566000	enhancer	enhancer	E-E	GM12878
chr8	127287500	127288500	chr8	128049500	128050500	chr8_127288000_128050000	enhancer	NA	E/P-other	GM12878
chr8	127287500	127288500	chr8	127734500	127735500	chr8_127288000_127735000	enhancer	promoter	E-P	GM12878
chr8	127288500	127289500	chr8	127298500	127299500	chr8_127289000_127299000	enhancer	NA	E/P-other	GM12878
chr8	127300500	127301500	chr8	127915500	127916500	chr8_127301000_127916000	enhancer	enhancer	E-E	GM12878
chr8	127300500	127301500	chr8	127995500	127996500	chr8_127301000_127996000	enhancer	NA	E/P-other	GM12878
chr8	127300500	127301500	chr8	127974500	127975500	chr8_127301000_127975000	enhancer	NA	E/P-other	GM12878
chr8	127301500	127302500	chr8	127624500	127625500	chr8_127302000_127625000	enhancer	NA	E/P-other	GM12878
chr8	127301500	127302500	chr8	128312500	128313500	chr8_127302000_128313000	enhancer	NA	E/P-other	GM12878
chr8	127301500	127302500	chr8	128240500	128241500	chr8_127302000_128241000	enhancer	NA	E/P-other	GM12878
chr8	127301500	127302500	chr8	127888500	127889500	chr8_127302000_127889000	enhancer	NA	E/P-other	GM12878
chr8	127301500	127302500	chr8	127565500	127566500	chr8_127302000_127566000	enhancer	enhancer	E-E	GM12878
chr8	127301500	127302500	chr8	127694500	127695500	chr8_127302000_127695000	enhancer	NA	E/P-other	GM12878
chr8	127301500	127302500	chr8	127661500	127662500	chr8_127302000_127662000	enhancer	NA	E/P-other	GM12878
chr8	127301500	127302500	chr8	127734500	127735500	chr8_127302000_127735000	enhancer	promoter	E-P	GM12878
chr8	127301500	127302500	chr8	127794500	127795500	chr8_127302000_127795000	enhancer	promoter	E-P	GM12878
chr8	127301500	127302500	chr8	127556500	127557500	chr8_127302000_127557000	enhancer	enhancer	E-E	GM12878
chr8	127302500	127303500	chr8	127494500	127495500	chr8_127303000_127495000	enhancer	NA	E/P-other	GM12878
chr8	127549500	127550500	chr8	127564500	127565500	chr8_127550000_127565000	enhancer	enhancer	E-E	GM12878
chr8	127556500	127557500	chr8	128014500	128015500	chr8_127557000_128015000	enhancer	enhancer	E-E	GM12878
chr8	127556500	127557500	chr8	128049500	128050500	chr8_127557000_128050000	enhancer	NA	E/P-other	GM12878
chr8	127556500	127557500	chr8	128312500	128313500	chr8_127557000_128313000	enhancer	NA	E/P-other	GM12878
chr8	127556500	127557500	chr8	127565500	127566500	chr8_127557000_127566000	enhancer	enhancer	E-E	GM12878
chr8	127556500	127557500	chr8	127624500	127625500	chr8_127557000_127625000	enhancer	NA	E/P-other	GM12878
chr8	127562500	127563500	chr8	128014500	128015500	chr8_127563000_128015000	enhancer	enhancer	E-E	GM12878
chr8	127563500	127564500	chr8	127919500	127920500	chr8_127564000_127920000	enhancer	NA	E/P-other	GM12878
chr8	127563500	127564500	chr8	128103500	128104500	chr8_127564000_128104000	enhancer	enhancer	E-E	GM12878
chr8	127564500	127565500	chr8	128048500	128049500	chr8_127565000_128049000	enhancer	enhancer	E-E	GM12878
chr8	127564500	127565500	chr8	128267500	128268500	chr8_127565000_128268000	enhancer	enhancer	E-E	GM12878
chr8	127564500	127565500	chr8	128656500	128657500	chr8_127565000_128657000	enhancer	NA	E/P-other	GM12878
chr8	127564500	127565500	chr8	127994500	127995500	chr8_127565000_127995000	enhancer	NA	E/P-other	GM12878
chr8	127564500	127565500	chr8	128311500	128312500	chr8_127565000_128312000	enhancer	NA	E/P-other	GM12878
chr8	127565500	127566500	chr8	127887500	127888500	chr8_127566000_127888000	enhancer	NA	E/P-other	GM12878
chr8	127565500	127566500	chr8	127974500	127975500	chr8_127566000_127975000	enhancer	NA	E/P-other	GM12878
chr8	127565500	127566500	chr8	127734500	127735500	chr8_127566000_127735000	enhancer	promoter	E-P	GM12878
chr8	127565500	127566500	chr8	128184500	128185500	chr8_127566000_128185000	enhancer	NA	E/P-other	GM12878
chr8	127566500	127567500	chr8	127660500	127661500	chr8_127567000_127661000	enhancer	NA	E/P-other	GM12878
chr8	127566500	127567500	chr8	127694500	127695500	chr8_127567000_127695000	enhancer	NA	E/P-other	GM12878
chr8	127566500	127567500	chr8	129547500	129548500	chr8_127567000_129548000	enhancer	enhancer	E-E	GM12878
chr8	127566500	127567500	chr8	128239500	128240500	chr8_127567000_128240000	enhancer	NA	E/P-other	GM12878
chr8	127566500	127567500	chr8	127794500	127795500	chr8_127567000_127795000	enhancer	promoter	E-P	GM12878
chr8	127567500	127568500	chr8	127624500	127625500	chr8_127568000_127625000	enhancer	NA	E/P-other	GM12878
chr8	127568500	127569500	chr8	127576500	127577500	chr8_127569000_127577000	enhancer	NA	E/P-other	GM12878
chr8	127578500	127579500	chr8	127794500	127795500	chr8_127579000_127795000	enhancer	promoter	E-P	GM12878
chr8	127734500	127735500	chr8	129725500	129726500	chr8_127735000_129726000	promoter	NA	E/P-other	GM12878
chr8	127734500	127735500	chr8	128063500	128064500	chr8_127735000_128064000	promoter	enhancer	E-P	GM12878
chr8	127734500	127735500	chr8	128376500	128377500	chr8_127735000_128377000	promoter	NA	E/P-other	GM12878
chr8	127734500	127735500	chr8	129585500	129586500	chr8_127735000_129586000	promoter	NA	E/P-other	GM12878
chr8	127734500	127735500	chr8	129549500	129550500	chr8_127735000_129550000	promoter	NA	E/P-other	GM12878
chr8	127735500	127736500	chr8	128239500	128240500	chr8_127736000_128240000	promoter	NA	E/P-other	GM12878
chr8	127735500	127736500	chr8	128652500	128653500	chr8_127736000_128653000	promoter	NA	E/P-other	GM12878
chr8	127735500	127736500	chr8	129680500	129681500	chr8_127736000_129681000	promoter	NA	E/P-other	GM12878
chr8	127735500	127736500	chr8	129534500	129535500	chr8_127736000_129535000	promoter	NA	E/P-other	GM12878
